loan_id, sector, amount, borrowers, country, geo
2475, Retail, 100, 1, PH, 9.8 123.833333
2476, Agriculture, 3475, 5, KE, 1 38
2477, Housing, 1200, 1, UG, 0.083333 32
2478, Food, 1025, 1, BO, -16.5 -68.15
2479, Agriculture, 225, 1, PH, 13 122
2480, Food, 125, 1, LR, 6.5 -9.5
2481, Housing, 1175, 1, KE, 1 38
2482, Personal Use, 950, 4, YE, 15.5 47.5
2483, Construction, 875, 1, BO, -17.383333 -66.15
2484, Education, 275, 1, PH, 13 122
2485, Services, 6000, 3, IQ, 33 44
2486, Services, 625, 2, PK, 31.549722 74.343611
2487, Food, 1250, 1, HN, 15 -86.5
2488, Agriculture, 500, 1, SV, 13.833333 -88.916667
2489, Retail, 450, 2, PK, 31.549722 74.343611
2490, Agriculture, 1475, 1, RW, -2 30
2491, Food, 1050, 1, CO, 4 -72
2492, Agriculture, 725, 1, CM, 6 12
2493, Agriculture, 975, 1, AL, 41 20
2494, Retail, 125, 1, PH, 13 122
2495, Agriculture, 1000, 1, EC, -2 -77.5
2496, Services, 1200, 1, SV, 13.833333 -88.916667
2497, Housing, 650, 1, GT, 14.666667 -91.25
2498, Housing, 1000, 1, HN, 13.416667 -87.45
2499, Food, 175, 1, PH, 13 122
2500, Retail, 1200, 1, JO, 31 36
2501, Agriculture, 2100, 1, AM, 40 45
2502, Manufacturing, 250, 1, PK, 31.549722 74.343611
2503, Education, 225, 1, PH, 13 122
2504, Education, 450, 1, CO, 4 -72
2505, Education, 225, 1, PH, 13 122
2506, Education, 325, 1, PH, 13 122
2507, Education, 225, 1, PH, 13 122
2508, Housing, 1825, 1, MN, 46 105
2509, Food, 150, 1, SL, 8.5 -11.5
2510, Agriculture, 4875, 1, UA, 47.485278 34.405833
2511, Retail, 350, 1, PH, 13 122
2512, Retail, 350, 1, PH, 13 122
2513, Retail, 350, 1, PH, 8.2055 123.7546
2514, Retail, 725, 3, GH, 8 -2
2515, Food, 775, 3, GH, 8 -2
2516, Retail, 775, 2, GH, 8 -2
2517, Agriculture, 125, 1, PH, 13 122
2518, Retail, 200, 1, PH, 13 122
2519, Transportation, 225, 1, PH, 13 122
2520, Food, 200, 1, PH, 13 122
2521, Retail, 200, 1, PH, 13 122
2522, Agriculture, 400, 1, PH, 13 122
2523, Food, 225, 1, PH, 13 122
2524, Agriculture, 150, 1, PH, 13 122
2525, Education, 125, 1, PH, 13 122
2526, Agriculture, 1450, 1, PE, -10 -76
2527, Retail, 225, 1, PH, 13 122
2528, Agriculture, 1200, 1, KH, 13 105
2529, Food, 925, 5, SL, 8.5 -11.5
2530, Agriculture, 650, 7, KE, 1 38
2531, Retail, 1750, 5, TL, -8.833333 125.75
2532, Retail, 700, 1, TL, -8.833333 125.75
2533, Transportation, 450, 1, PH, 13 122
2534, Retail, 1000, 1, TL, -8.833333 125.75
2535, Transportation, 1000, 1, TJ, 39 71
2536, Education, 1450, 1, KH, 13 105
2537, Agriculture, 250, 1, KE, 1 38
2538, Transportation, 3000, 1, GE, 42 43.5
2539, Agriculture, 350, 1, PH, 13 122
2540, Agriculture, 3650, 1, UA, 49 32
2541, Retail, 3050, 4, SN, 14 -14
2542, Agriculture, 425, 1, KE, 1 38
2543, Retail, 250, 1, KE, -0.283333 36.066667
2544, Food, 225, 1, PE, -8.379147 -74.553866
2545, Food, 225, 1, PH, 13 122
2546, Food, 475, 1, PK, 32.15 74.183333
2547, Arts, 5450, 1, US, 39.76 -98.5
2548, Clothing, 550, 1, SV, 13.833333 -88.916667
2549, Clothing, 1000, 1, UG, 2 33
2550, Retail, 1575, 1, CO, 4 -72
2551, Agriculture, 1200, 1, UG, 0.083333 32
2552, Retail, 1200, 1, SV, 13.833333 -88.916667
2553, Agriculture, 1000, 1, UG, 2 33
2554, Personal Use, 850, 1, TJ, 39 71
2555, Agriculture, 750, 1, HN, 15 -86.5
2556, Agriculture, 325, 1, UG, 2 33
2557, Education, 300, 1, PH, 8.5 123.383333
2558, Personal Use, 1475, 1, TJ, 39 71
2559, Food, 1500, 1, LB, 33.833333 35.833333
2560, Clothing, 1500, 1, NI, 12.150833 -86.268333
2561, Food, 250, 1, KE, 1 38
2562, Agriculture, 225, 1, PH, 13 122
2563, Education, 450, 1, CO, 4 -72
2564, Food, 425, 1, CM, 6 12
2565, Services, 2575, 1, AZ, 40.5 48.333333
2566, Retail, 250, 1, KE, 1 38
2567, Retail, 725, 1, PE, -10 -76
2568, Food, 225, 1, PH, 8.583333 123.333333
2569, Food, 225, 1, PH, 8.583333 123.333333
2570, Food, 1125, 1, PH, 13 122
2571, Food, 450, 1, PH, 13 122
2572, Food, 675, 1, PH, 13 122
2573, Food, 225, 1, PH, 9.583333 123.783333
2574, Food, 125, 1, PH, 13 122
2575, Food, 625, 1, PH, 13 122
2576, Food, 800, 1, PH, 13 122
2577, Food, 575, 1, PH, 13 122
2578, Personal Use, 650, 1, TJ, 39 71
2579, Housing, 1575, 1, TJ, 40.28 69.631667
2580, Food, 775, 1, AZ, 40.5 48.333333
2581, Retail, 1850, 4, GH, 8 -2
2582, Retail, 1250, 1, TG, 8 1.166667
2583, Agriculture, 1325, 1, RW, -2 30
2584, Agriculture, 1450, 1, BO, -17.383333 -66.15
2585, Agriculture, 150, 2, KH, 13 105
2586, Manufacturing, 250, 1, PH, 9.988056 124.338889
2587, Transportation, 200, 1, PK, 31.549722 74.343611
2588, Transportation, 225, 1, PH, 13 122
2589, Transportation, 225, 1, PH, 13 122
2590, Transportation, 250, 1, KE, 1 38
2591, Transportation, 250, 1, PK, 31.549722 74.343611
2592, Transportation, 300, 1, PK, 31.549722 74.343611
2593, Transportation, 350, 1, PK, 31.549722 74.343611
2594, Transportation, 350, 1, PH, 8.2055 123.7546
2595, Transportation, 375, 1, BO, -16.483333 -68.18333
2596, Transportation, 375, 1, PE, -10 -76
2597, Transportation, 400, 1, PK, 30 70
2598, Transportation, 400, 1, PK, 30 70
2599, Transportation, 400, 1, PK, 31.549722 74.343611
2600, Transportation, 400, 1, PK, 30 70
2601, Transportation, 400, 1, PK, 32.15 74.183333
2602, Transportation, 400, 1, PK, 30 70
2603, Transportation, 450, 1, PE, -10 -76
2604, Retail, 350, 1, PH, 13 122
2605, Arts, 200, 1, PH, 13 122
2606, Housing, 700, 1, XK, 42.583333 21
2607, Food, 425, 1, CM, 6 12
2608, Services, 350, 1, KE, 1 38
2609, Food, 525, 1, ML, 12.383333 -5.466667
2610, Food, 750, 1, HN, 13.416667 -87.45
2611, Food, 225, 1, CM, 6 12
2612, Food, 125, 1, LR, 6.5 -9.5
2613, Agriculture, 4025, 6, KE, 0.616667 34.766667
2614, Arts, 525, 2, PK, 31.549722 74.343611
2615, Clothing, 600, 1, NI, 12.150833 -86.268333
2616, Housing, 650, 1, TJ, 40.116667 70.633333
2617, Agriculture, 575, 1, PH, 13 122
2618, Services, 10000, 1, US, 39.76 -98.5
2619, Agriculture, 2025, 1, GE, 42 43.5
2620, Agriculture, 1475, 7, SN, 14 -14
2621, Retail, 300, 1, LR, 6.5 -9.5
2622, Food, 125, 1, LR, 6.5 -9.5
2623, Agriculture, 975, 1, AL, 41 20
2624, Construction, 350, 1, PK, 31.549722 74.343611
2625, Agriculture, 3000, 1, TJ, 38.313056 69.043056
2626, Housing, 300, 1, SV, 13.833333 -88.916667
2627, Services, 2975, 11, TZ, -6.8 39.283333
2628, Services, 275, 2, KH, 13 105
2629, Agriculture, 1400, 1, RW, -2 30
2630, Food, 300, 1, LR, 6.5 -9.5
2631, Arts, 450, 1, PK, 30 70
2632, Housing, 500, 1, SV, 13.833333 -88.916667
2633, Education, 175, 1, IN, 20 77
2634, Services, 950, 1, TJ, 40.283333 70.416667
2635, Clothing, 1975, 6, GT, 15.5 -90.25
2636, Transportation, 100, 1, IN, 20 77
2637, Food, 3150, 1, TJ, 40.116667 70.633333
2638, Education, 1200, 1, UG, 2 33
2639, Clothing, 1000, 1, UG, 2 33
2640, Food, 1875, 4, VN, 16.166667 107.833333
2641, Transportation, 1500, 1, GE, 42 43.5
2642, Construction, 3000, 1, PS, 31.92157 35.203285
2643, Food, 175, 1, KE, 1 38
2644, Retail, 150, 1, SL, 8.5 -11.5
2645, Education, 3750, 1, BF, 13 -2
2646, Agriculture, 250, 1, IN, 20 77
2647, Food, 125, 1, LR, 6.5 -9.5
2648, Transportation, 950, 1, SN, 14 -14
2649, Services, 600, 1, SV, 13.833333 -88.916667
2650, Services, 1000, 1, UG, 2 33
2651, Services, 800, 1, UG, 2 33
2652, Transportation, 525, 1, UG, 2 33
2653, Agriculture, 1000, 1, UG, -0.116667 30.483333
2654, Agriculture, 800, 1, UG, -0.916667 30.25
2655, Food, 1000, 1, LB, 33.833333 35.833333
2656, Services, 1700, 3, LB, 33.833333 35.833333
2657, Agriculture, 750, 1, KE, 1 38
2658, Agriculture, 225, 1, TJ, 39 71
2659, Retail, 4500, 10, PE, -11.916667 -76.41666
2660, Food, 975, 1, AL, 41 20
2661, Services, 1575, 1, LB, 33.833333 35.833333
2662, Manufacturing, 825, 1, MX, 23 -102
2663, Agriculture, 725, 1, KG, 41 75
2664, Agriculture, 1250, 1, CO, 4 -72
2665, Agriculture, 400, 1, PK, 30 70
2666, Food, 1275, 1, TJ, 38.775833 68.830833
2667, Housing, 1000, 1, NI, 12.083333 -85.166667
2668, Retail, 800, 1, NI, 12.616667 -87.15
2669, Retail, 5625, 8, CR, 10 -84
2670, Services, 1925, 1, AZ, 40.5 47.5
2671, Agriculture, 1300, 1, CO, 4 -72
2672, Housing, 500, 1, KH, 12 105.5
2673, Agriculture, 1925, 1, AZ, 40.5 47.5
2674, Agriculture, 1475, 1, RW, -2 30
2675, Agriculture, 4325, 6, KE, 0.616667 34.766667
2676, Agriculture, 2000, 1, AM, 40 45
2677, Agriculture, 2550, 1, AZ, 39.5 48.416667
2678, Agriculture, 3000, 1, AM, 40 45
2679, Agriculture, 925, 1, RW, -2 30
2680, Agriculture, 1275, 1, TJ, 38.598056 68.977778
2681, Agriculture, 1650, 1, KG, 41 75
2682, Agriculture, 1250, 1, KG, 41 75
2683, Agriculture, 500, 1, SV, 13.833333 -88.916667
2684, Agriculture, 1025, 1, BO, -17.383333 -66.15
2685, Agriculture, 5525, 9, KE, 1 38
2686, Agriculture, 825, 1, NI, 12.150833 -86.268333
2687, Agriculture, 1300, 1, SV, 13.833333 -88.916667
2688, Agriculture, 1050, 1, TJ, 38.313056 69.043056
2689, Agriculture, 2200, 1, AM, 40 45
2690, Agriculture, 1475, 1, RW, -2 30
2691, Housing, 500, 1, SV, 13.833333 -88.916667
2692, Education, 250, 1, IN, 20 77
2693, Food, 200, 1, HN, 13.333333 -87.083333
2694, Retail, 275, 1, CO, 4 -72
2695, Agriculture, 1500, 1, RW, -2 30
2696, Arts, 1050, 1, CO, 4 -72
2697, Agriculture, 1150, 1, EC, -2 -77.5
2698, Retail, 2100, 1, LB, 33.833333 35.833333
2699, Services, 375, 1, PE, -8.379147 -74.553866
2700, Food, 425, 1, LR, 6.5 -9.5
2701, Manufacturing, 1575, 1, LB, 33.833333 35.833333
2702, Food, 500, 1, UG, 2 33
2703, Retail, 800, 1, CO, 4 -72
2704, Food, 3000, 1, GE, 42 43.5
2705, Manufacturing, 250, 1, KE, 1 38
2706, Food, 1200, 1, JO, 31 36
2707, Services, 1500, 1, LB, 33.833333 35.833333
2708, Transportation, 2100, 1, GE, 42 43.5
2709, Retail, 325, 1, CM, 6 12
2710, Entertainment, 400, 1, MX, 23 -102
2711, Transportation, 3000, 1, GE, 42 43.5
2712, Agriculture, 1575, 1, CO, 4 -72
2713, Retail, 1450, 18, IN, 20 77
2714, Manufacturing, 225, 1, IN, 20 77
2715, Food, 1150, 1, EC, -2 -77.5
2716, Food, 400, 1, PK, 30 70
2717, Food, 400, 1, PK, 30 70
2718, Food, 375, 1, PH, 10.140278 124.376944
2719, Transportation, 475, 1, PK, 30 70
2720, Agriculture, 5825, 10, KE, 1 38
2721, Housing, 500, 1, SV, 13.833333 -88.916667
2722, Agriculture, 1250, 1, SV, 13.833333 -88.916667
2723, Agriculture, 600, 1, SV, 13.833333 -88.916667
2724, Food, 800, 1, SV, 13.833333 -88.916667
2725, Education, 250, 1, IN, 20 77
2726, Manufacturing, 250, 1, IN, 20 77
2727, Education, 2100, 1, JO, 31 36
2728, Food, 400, 1, PK, 30 70
2729, Agriculture, 400, 1, PH, 13 122
2730, Agriculture, 425, 1, PH, 13 122
2731, Clothing, 1050, 1, CO, 4 -72
2732, Clothing, 500, 1, SV, 13.833333 -88.916667
2733, Retail, 1175, 2, GT, 15.5 -90.25
2734, Housing, 100, 2, KH, 13 105
2735, Agriculture, 1475, 1, RW, -2 30
2736, Construction, 400, 2, KH, 13 105
2737, Agriculture, 725, 2, KH, 13 105
2738, Agriculture, 650, 1, TJ, 39 71
2739, Agriculture, 1000, 1, EC, -2 -77.5
2740, Food, 1200, 1, NI, 12.435556 -86.879444
2741, Retail, 5200, 1, CO, 4 -72
2742, Agriculture, 1025, 1, KG, 41 75
2743, Agriculture, 5000, 1, GE, 42 43.5
2744, Agriculture, 3000, 1, GE, 42 43.5
2745, Agriculture, 1800, 1, GE, 42 43.5
2746, Agriculture, 3000, 1, GE, 42 43.5
2747, Agriculture, 4000, 1, GE, 42 43.5
2748, Agriculture, 1725, 1, GE, 42 43.5
2749, Agriculture, 5000, 1, GE, 42 43.5
2750, Agriculture, 2375, 1, GE, 42 43.5
2751, Agriculture, 750, 1, KH, 13 105
2752, Agriculture, 1225, 1, KG, 41 75
2753, Agriculture, 1425, 1, KG, 41 75
2754, Agriculture, 2000, 1, AM, 40 45
2755, Agriculture, 2225, 1, AM, 40 45
2756, Agriculture, 2000, 1, AM, 40 45
2757, Food, 450, 1, PK, 30.195556 71.475278
2758, Agriculture, 1325, 1, BO, -17.383333 -66.15
2759, Food, 1100, 1, SV, 13.833333 -88.916667
2760, Retail, 100, 1, PH, 13 122
2761, Housing, 1550, 1, MX, 23 -102
2762, Retail, 2050, 5, GT, 15.5 -90.25
2763, Food, 900, 1, HN, 13.333333 -87.083333
2764, Services, 2050, 1, AZ, 40.5 47.5
2765, Housing, 1000, 1, SV, 13.833333 -88.916667
2766, Food, 125, 1, LR, 6.5 -9.5
2767, Clothing, 3000, 1, GE, 42 43.5
2768, Agriculture, 400, 1, PK, 30 70
2769, Food, 400, 1, NI, 13 -85
2770, Services, 1500, 1, LB, 33.833333 35.833333
2771, Clothing, 125, 1, LR, 6.5 -9.5
2772, Housing, 1600, 3, SL, 8.5 -11.5
2773, Construction, 3000, 1, LB, 33.833333 35.833333
2774, Food, 150, 1, SL, 8.5 -11.5
2775, Construction, 1400, 1, NI, 12.150833 -86.268333
2776, Clothing, 950, 1, YE, 15.5 47.5
2777, Food, 1500, 4, VN, 16.166667 107.833333
2778, Manufacturing, 225, 1, IN, 20 77
2779, Retail, 1075, 3, VN, 16.166667 107.833333
2780, Personal Use, 325, 1, TJ, 39 71
2781, Food, 925, 5, SL, 8.5 -11.5
2782, Food, 375, 1, PE, -8.379147 -74.553866
2783, Agriculture, 5800, 9, KE, 0.616667 34.766667
2784, Housing, 1600, 1, UG, -0.116667 30.483333
2785, Agriculture, 800, 1, EC, -2 -77.5
2786, Clothing, 600, 1, SV, 13.833333 -88.916667
2787, Housing, 700, 1, SV, 13.833333 -88.916667
2788, Retail, 225, 1, CM, 6 12
2789, Agriculture, 625, 1, KG, 41 75
2790, Agriculture, 4500, 12, GT, 14.833333 -91.516667
2791, Agriculture, 350, 1, PH, 13 122
2792, Food, 1050, 1, TJ, 38.5 68.233333
2793, Education, 425, 1, TJ, 38.56 68.773889
2794, Agriculture, 925, 1, KE, 1 38
2795, Food, 2300, 1, GE, 42 43.5
2796, Retail, 250, 1, IN, 20 77
2797, Retail, 350, 1, PH, 13 122
2798, Food, 1250, 1, PE, -10 -76
2799, Personal Use, 1200, 1, LB, 33.833333 35.833333
2800, Construction, 225, 1, IN, 20 77
2801, Retail, 125, 1, LR, 6.5 -9.5
2802, Food, 200, 1, HN, 13.333333 -87.083333
2803, Personal Use, 1050, 1, TJ, 38.313056 69.043056
2804, Retail, 1575, 1, CO, 4 -72
2805, Retail, 1500, 1, LB, 33.833333 35.833333
2806, Education, 1625, 1, PE, -11.851111 -76.39055
2807, Food, 1025, 1, SV, 13.833333 -88.916667
2808, Services, 2950, 1, TJ, 39 71
2809, Services, 1500, 1, BO, -17.383333 -66.15
2810, Food, 950, 1, PK, 30 70
2811, Personal Use, 225, 1, TJ, 39 71
2812, Agriculture, 1225, 1, KE, 1 38
2813, Personal Use, 725, 1, PE, -10 -76
2814, Food, 300, 1, NI, 13 -85
2815, Food, 325, 1, PH, 13 122
2816, Agriculture, 775, 3, KH, 13 105
2817, Retail, 300, 1, SL, 8.5 -11.5
2818, Clothing, 500, 1, SV, 13.833333 -88.916667
2819, Retail, 1250, 1, AM, 40 45
2820, Personal Use, 1600, 1, GE, 42 43.5
2821, Food, 400, 1, NI, 12.083333 -85.166667
2822, Agriculture, 475, 1, KE, 1 38
2823, Construction, 2725, 1, TJ, 39.910833 69.006389
2824, Food, 350, 1, SL, 8.5 -11.5
2825, Agriculture, 800, 1, UG, 2 33
2826, Agriculture, 1075, 3, KH, 13 105
2827, Food, 750, 1, KH, 13 105
2828, Food, 900, 1, KH, 13 105
2829, Agriculture, 550, 2, KH, 13 105
2830, Agriculture, 1175, 1, BO, -17.383333 -66.15
2831, Transportation, 1050, 1, KE, 0.516667 36.866667
2832, Housing, 1525, 1, BO, -17.383333 -66.15
2833, Services, 1250, 1, AM, 40 45
2834, Food, 150, 1, SL, 8.5 -11.5
2835, Housing, 1025, 1, BO, -17.383333 -66.15
2836, Housing, 500, 1, SV, 13.833333 -88.916667
2837, Housing, 500, 1, SV, 13.833333 -88.916667
2838, Housing, 500, 1, SV, 13.833333 -88.916667
2839, Housing, 625, 1, PE, -8.379147 -74.553866
2840, Housing, 1450, 1, BO, -17.383333 -66.15
2841, Housing, 650, 1, NI, 12.150833 -86.268333
2842, Housing, 600, 1, NI, 12.150833 -86.268333
2843, Housing, 1000, 1, SV, 13.833333 -88.916667
2844, Housing, 500, 1, SV, 13.833333 -88.916667
2845, Housing, 750, 1, TJ, 39 71
2846, Housing, 500, 1, SV, 13.833333 -88.916667
2847, Housing, 500, 1, SV, 13.833333 -88.916667
2848, Housing, 500, 1, SV, 13.833333 -88.916667
2849, Housing, 1075, 5, YE, 15.5 47.5
2850, Housing, 1000, 1, SV, 13.833333 -88.916667
2851, Housing, 800, 1, NI, 12.150833 -86.268333
2852, Housing, 500, 1, SV, 13.833333 -88.916667
2853, Housing, 400, 1, NI, 12.150833 -86.268333
2854, Housing, 800, 1, NI, 12.150833 -86.268333
2855, Housing, 500, 1, SV, 13.833333 -88.916667
2856, Housing, 3000, 1, TJ, 38.56 68.773889
2857, Housing, 5000, 1, PS, 31.92157 35.203285
2858, Housing, 850, 1, TJ, 39 71
2859, Housing, 1050, 1, TJ, 38.5 68.233333
2860, Housing, 500, 1, SV, 13.833333 -88.916667
2861, Housing, 650, 1, TJ, 40.28 69.631667
2862, Housing, 600, 1, NI, 12.150833 -86.268333
2863, Housing, 500, 1, SV, 13.833333 -88.916667
2864, Housing, 400, 1, SV, 13.833333 -88.916667
2865, Housing, 500, 1, SV, 13.833333 -88.916667
2866, Housing, 500, 1, SV, 13.833333 -88.916667
2867, Housing, 500, 1, SV, 13.833333 -88.916667
2868, Housing, 975, 1, NI, 12.150833 -86.268333
2869, Housing, 1175, 4, YE, 15.5 47.5
2870, Housing, 500, 1, SV, 13.833333 -88.916667
2871, Housing, 700, 1, SV, 13.833333 -88.916667
2872, Housing, 700, 1, SV, 13.833333 -88.916667
2873, Housing, 700, 1, SV, 13.833333 -88.916667
2874, Housing, 800, 1, NI, 13.166667 -86.333333
2875, Housing, 1000, 1, TJ, 39 71
2876, Housing, 600, 1, NI, 13 -85
2877, Housing, 700, 1, NI, 13 -85
2878, Housing, 800, 1, NI, 13 -85
2879, Housing, 475, 1, NI, 13 -85
2880, Housing, 600, 1, NI, 13 -85
2881, Housing, 400, 1, NI, 13 -85
2882, Housing, 800, 1, NI, 13 -85
2883, Housing, 800, 1, NI, 13 -85
2884, Housing, 400, 1, SV, 13.833333 -88.916667
2885, Housing, 700, 1, NI, 13 -85
2886, Housing, 400, 1, SV, 13.833333 -88.916667
2887, Housing, 1175, 1, NI, 12.083333 -85.166667
2888, Housing, 1225, 1, NI, 12.150833 -86.268333
2889, Housing, 900, 1, NI, 12.150833 -86.268333
2890, Housing, 900, 1, NI, 12.150833 -86.268333
2891, Housing, 600, 1, NI, 12.150833 -86.268333
2892, Housing, 400, 1, NI, 12.150833 -86.268333
2893, Housing, 1275, 4, YE, 15.5 47.5
2894, Housing, 400, 1, SV, 13.833333 -88.916667
2895, Housing, 600, 1, SV, 13.833333 -88.916667
2896, Housing, 400, 1, SV, 13.833333 -88.916667
2897, Housing, 600, 1, SV, 13.833333 -88.916667
2898, Housing, 700, 1, SV, 13.833333 -88.916667
2899, Housing, 700, 1, SV, 13.833333 -88.916667
2900, Housing, 500, 1, SV, 13.833333 -88.916667
2901, Housing, 1225, 4, YE, 15.5 47.5
2902, Housing, 400, 1, SV, 13.833333 -88.916667
2903, Housing, 600, 1, NI, 12.083333 -85.166667
2904, Housing, 400, 1, SV, 13.833333 -88.916667
2905, Housing, 500, 1, SV, 13.833333 -88.916667
2906, Housing, 500, 1, SV, 13.833333 -88.916667
2907, Housing, 850, 1, NI, 13.166667 -86.333333
2908, Housing, 425, 1, NI, 13.166667 -86.333333
2909, Housing, 425, 1, NI, 12.150833 -86.268333
2910, Housing, 600, 1, SV, 13.833333 -88.916667
2911, Housing, 600, 1, SV, 13.833333 -88.916667
2912, Housing, 600, 1, SV, 13.833333 -88.916667
2913, Housing, 425, 1, NI, 12.150833 -86.268333
2914, Housing, 725, 1, NI, 12.150833 -86.268333
2915, Housing, 700, 1, SV, 13.833333 -88.916667
2916, Housing, 700, 1, SV, 13.833333 -88.916667
2917, Housing, 400, 1, NI, 12.150833 -86.268333
2918, Housing, 500, 1, SV, 13.833333 -88.916667
2919, Services, 500, 1, ID, -5 120
2920, Retail, 1200, 1, LB, 33.833333 35.833333
2921, Food, 2000, 1, LB, 33.833333 35.833333
2922, Retail, 4425, 37, SN, 14 -14
2923, Retail, 650, 1, TG, 8 1.166667
2924, Housing, 1050, 1, TJ, 37.412778 68.684444
2925, Food, 250, 1, KE, 1 38
2926, Food, 3050, 27, SN, 14 -14
2927, Food, 3975, 33, SN, 14 -14
2928, Agriculture, 1175, 2, SN, 14 -14
2929, Education, 2675, 1, BF, 13 -2
2930, Food, 425, 1, KE, 1 38
2931, Retail, 600, 1, HN, 13.333333 -87.083333
2932, Retail, 775, 1, CO, 4 -72
2933, Construction, 2050, 1, XK, 42.583333 21
2934, Retail, 200, 1, LR, 6.5 -9.5
2935, Housing, 400, 1, SV, 13.833333 -88.916667
2936, Housing, 600, 1, NI, 12.083333 -85.166667
2937, Retail, 200, 1, PK, 31.549722 74.343611
2938, Retail, 1200, 1, UG, 0.479722 33.234444
2939, Arts, 450, 1, PH, 13 122
2940, Retail, 3000, 1, IQ, 33 44
2941, Food, 1250, 1, AM, 40 45
2942, Food, 650, 3, GH, 8 -2
2943, Clothing, 1825, 5, TZ, -6.8 39.283333
2944, Retail, 1425, 6, PE, -12.083333 -76.76666
2945, Agriculture, 425, 1, TJ, 39 71
2946, Clothing, 3875, 32, SN, 14 -14
2947, Education, 2675, 1, BF, 13 -2
2948, Clothing, 725, 1, PE, -10 -76
2949, Food, 3575, 26, SN, 14 -14
2950, Clothing, 1400, 5, YE, 15.5 47.5
2951, Food, 1350, 2, SN, 14 -14
2952, Retail, 1125, 1, PH, 13 122
2953, Food, 1750, 4, GH, 8 -2
2954, Agriculture, 2550, 4, KE, 1 38
2955, Housing, 350, 1, SV, 13.833333 -88.916667
2956, Food, 550, 1, PE, -8.379147 -74.553866
2957, Services, 1025, 1, BO, -16.483333 -68.18333
2958, Services, 1525, 1, PE, -10 -76
2959, Services, 1575, 1, CO, 4 -72
2960, Services, 3500, 1, TJ, 38.56 68.773889
2961, Food, 650, 1, CM, 6 12
2962, Agriculture, 2075, 1, CO, 4 -72
2963, Agriculture, 600, 1, SV, 13.833333 -88.916667
2964, Retail, 150, 1, PH, 13 122
2965, Agriculture, 250, 1, PH, 13 122
2966, Agriculture, 225, 1, PH, 13 122
2967, Agriculture, 2325, 5, UG, 2 33
2968, Agriculture, 1475, 1, RW, -2 30
2969, Agriculture, 1475, 1, RW, -2 30
2970, Retail, 150, 1, PH, 13 122
2971, Food, 200, 1, PH, 13 122
2972, Retail, 1400, 1, KE, 1 38
2973, Construction, 2475, 1, AM, 40 45
2974, Services, 1250, 1, HN, 15 -86.5
2975, Education, 425, 1, BO, -16.483333 -68.18333
2976, Food, 575, 1, PH, 13 122
2977, Retail, 275, 1, PH, 13 122
2978, Retail, 575, 1, PH, 13 122
2979, Construction, 800, 1, PH, 13 122
2980, Manufacturing, 900, 1, PH, 13 122
2981, Retail, 225, 1, PH, 13 122
2982, Retail, 125, 1, PH, 13 122
2983, Manufacturing, 650, 1, PH, 13 122
2984, Retail, 225, 1, PH, 13 122
2985, Retail, 125, 1, PH, 13 122
2986, Retail, 125, 1, PH, 13 122
2987, Food, 175, 1, PH, 13 122
2988, Food, 125, 1, PH, 13 122
2989, Food, 125, 1, PH, 13 122
2990, Food, 350, 1, PH, 13 122
2991, Retail, 275, 1, PH, 13 122
2992, Transportation, 2025, 1, CR, 10 -84
2993, Services, 125, 1, CM, 6 12
2994, Retail, 500, 1, SV, 13.833333 -88.916667
2995, Agriculture, 250, 1, IN, 20 77
2996, Agriculture, 2250, 3, KE, 1 38
2997, Agriculture, 1025, 1, KG, 41 75
2998, Education, 2675, 1, BF, 13 -2
2999, Retail, 475, 2, PK, 31.549722 74.343611
3000, Personal Use, 1875, 1, PS, 31.92157 35.203285
3001, Agriculture, 5975, 8, KE, 1 38
3002, Retail, 400, 1, SV, 13.833333 -88.916667
3003, Retail, 125, 1, PH, 13 122
3004, Food, 4875, 12, TZ, -6.8 39.283333
3005, Retail, 400, 1, NI, 12.435556 -86.879444
3006, Transportation, 200, 1, PH, 13 122
3007, Retail, 1725, 4, VN, 16.166667 107.833333
3008, Food, 1075, 6, PE, -10 -76
3009, Personal Use, 500, 1, SO, 6 48
3010, Housing, 725, 1, PE, -10 -76
3011, Agriculture, 1275, 1, TJ, 40.283333 70.416667
3012, Arts, 125, 1, PH, 13 122
3013, Agriculture, 150, 1, PH, 9.988056 124.338889
3014, Agriculture, 2675, 3, KE, 1 38
3015, Food, 5525, 10, TZ, -6.8 39.283333
3016, Retail, 525, 2, PK, 31.549722 74.343611
3017, Retail, 600, 1, NI, 12.150833 -86.268333
3018, Education, 500, 1, SO, 6 48
3019, Housing, 1775, 1, MN, 47.916667 106.916667
3020, Retail, 150, 1, PH, 13 122
3021, Housing, 3000, 1, PS, 31.92157 35.203285
3022, Food, 1000, 1, PS, 31.5 34.466667
3023, Housing, 3000, 1, PS, 31.92157 35.203285
3024, Housing, 3000, 1, PS, 31.92157 35.203285
3025, Housing, 2000, 1, PS, 31.92157 35.203285
3026, Personal Use, 1275, 1, PS, 31.92157 35.203285
3027, Retail, 1300, 1, PS, 31.5 34.466667
3028, Clothing, 225, 1, LR, 6.5 -9.5
3029, Housing, 5000, 1, PS, 31.92157 35.203285
3030, Manufacturing, 125, 1, PH, 13 122
3031, Food, 1925, 5, GT, 15.5 -90.25
3032, Retail, 475, 1, PK, 30 70
3033, Food, 575, 1, PH, 10.066667 124.333333
3034, Retail, 125, 1, PH, 13 122
